school_id,major_id,year,province,subject_type,min_score,min_rank,plan_count
S058,M05803,2023,广东,物理,567,62020,18
S058,M05803,2024,广东,物理,567,58378,10
S058,M05803,2025,广东,物理,566,64294,19
S058,M05803,2023,广东,历史,567,62376,27
S058,M05803,2024,广东,历史,568,57670,17
S058,M05803,2025,广东,历史,567,59727,16
S058,M05803,2023,江苏,物理,567,61003,10
S058,M05803,2024,江苏,物理,567,59848,22
S058,M05803,2025,江苏,物理,568,56062,26
S058,M05803,2023,江苏,历史,568,55110,6
S058,M05803,2024,江苏,历史,567,60035,8
S058,M05803,2025,江苏,历史,567,60359,15
S058,M05803,2023,四川,物理,565,68578,26
S058,M05803,2024,四川,物理,566,66816,25
S058,M05803,2025,四川,物理,566,63502,4
S058,M05803,2023,四川,历史,565,69239,9
S058,M05803,2024,四川,历史,565,68857,8
S058,M05803,2025,四川,历史,567,61708,15
S058,M05803,2023,湖南,物理,565,71879,25
S058,M05803,2024,湖南,物理,564,76583,9
S058,M05803,2025,湖南,物理,564,76990,11
S058,M05803,2023,湖南,历史,563,78100,17
S058,M05803,2024,湖南,历史,564,73148,5
S058,M05803,2025,湖南,历史,563,79955,28
S058,M05803,2023,河南,物理,566,66173,17
S058,M05803,2024,河南,物理,567,58987,17
S058,M05803,2025,河南,物理,567,60852,28
S058,M05803,2023,河南,历史,566,66332,7
S058,M05803,2024,河南,历史,566,66993,12
S058,M05803,2025,河南,历史,565,67384,20
S058,M05804,2023,北京,物理,569,51691,28
S058,M05804,2024,北京,物理,569,53122,7
S058,M05804,2025,北京,物理,570,47223,10
S058,M05804,2023,广东,物理,569,51789,26
S058,M05804,2024,广东,物理,568,56352,30
S058,M05804,2025,广东,物理,568,55203,24
S058,M05804,2023,江苏,物理,567,59589,16
S058,M05804,2024,江苏,物理,568,56119,4
S058,M05804,2025,江苏,物理,568,56699,5
S058,M05804,2023,四川,物理,570,50380,3
S058,M05804,2024,四川,物理,569,53197,12
S058,M05804,2025,四川,物理,569,51107,21
S058,M05804,2023,湖南,物理,568,55135,10
S058,M05804,2024,湖南,物理,568,54711,23
S058,M05804,2025,湖南,物理,567,58868,29
S058,M05804,2023,河南,物理,567,61737,22
S058,M05804,2024,河南,物理,566,63471,9
S058,M05804,2025,河南,物理,567,62295,28
S058,M05805,2023,北京,物理,567,60070,13
S058,M05805,2024,北京,物理,567,62271,17
S058,M05805,2025,北京,物理,567,62321,13
S058,M05805,2023,广东,物理,568,55570,19
S058,M05805,2024,广东,物理,567,60371,13
S058,M05805,2025,广东,物理,567,61729,22
S058,M05805,2023,江苏,物理,568,55338,14
S058,M05805,2024,江苏,物理,568,56691,24
S058,M05805,2025,江苏,物理,567,59814,25
S058,M05805,2023,四川,物理,567,60798,4
S058,M05805,2024,四川,物理,565,69313,9
S058,M05805,2025,四川,物理,566,65828,21
S058,M05805,2023,湖南,物理,563,82389,11
S058,M05805,2024,湖南,物理,564,76133,11
S058,M05805,2025,湖南,物理,562,87051,24
S058,M05805,2023,河南,物理,566,65239,15
S058,M05805,2024,河南,物理,566,64795,9
S058,M05805,2025,河南,物理,567,62629,23
S058,M05806,2023,北京,物理,572,42641,25
S058,M05806,2024,北京,物理,570,48048,30
S058,M05806,2025,北京,物理,572,42973,5
S058,M05806,2023,广东,物理,576,31948,13
S058,M05806,2024,广东,物理,574,35774,14
S058,M05806,2025,广东,物理,575,33482,4
S058,M05806,2023,江苏,物理,574,35890,14
S058,M05806,2024,江苏,物理,575,34659,29
S058,M05806,2025,江苏,物理,575,34769,4
S058,M05806,2023,四川,物理,574,36140,25
S058,M05806,2024,四川,物理,574,35732,9
S058,M05806,2025,四川,物理,574,36647,8
S058,M05806,2023,湖南,物理,571,46291,19
S058,M05806,2024,湖南,物理,573,39691,23
S058,M05806,2025,湖南,物理,571,44390,12
S058,M05806,2023,河南,物理,572,41301,23
S058,M05806,2024,河南,物理,571,44879,18
S058,M05806,2025,河南,物理,571,45807,10
S058,M05807,2023,北京,物理,563,78248,29
S058,M05807,2024,北京,物理,564,74524,9
S058,M05807,2025,北京,物理,564,73593,13
S058,M05807,2023,北京,历史,565,69497,6
S058,M05807,2024,北京,历史,565,70118,23
S058,M05807,2025,北京,历史,565,68882,18
S058,M05807,2023,广东,物理,566,63817,8
S058,M05807,2024,广东,物理,567,59073,30
S058,M05807,2025,广东,物理,568,58029,8
S058,M05807,2023,广东,历史,566,65819,7
S058,M05807,2024,广东,历史,566,64850,11
S058,M05807,2025,广东,历史,567,62187,16
S058,M05807,2023,江苏,物理,564,74293,19
S058,M05807,2024,江苏,物理,564,75031,19
S058,M05807,2025,江苏,物理,565,70015,22
S058,M05807,2023,江苏,历史,563,77938,14
S058,M05807,2024,江苏,历史,563,79158,19
S058,M05807,2025,江苏,历史,565,68332,13
S058,M05807,2023,四川,物理,568,56334,21
S058,M05807,2024,四川,物理,568,57411,9
S058,M05807,2025,四川,物理,567,58823,10
S058,M05807,2023,四川,历史,568,55701,17
S058,M05807,2024,四川,历史,568,57657,11
S058,M05807,2025,四川,历史,566,64369,12
S058,M05807,2023,湖南,物理,566,63197,16
S058,M05807,2024,湖南,物理,566,63339,16
S058,M05807,2025,湖南,物理,565,69703,30
S058,M05807,2023,湖南,历史,566,66194,15
S058,M05807,2024,湖南,历史,565,70932,26
S058,M05807,2025,湖南,历史,566,65406,12
S058,M05807,2023,河南,物理,565,70374,12
S058,M05807,2024,河南,物理,565,71895,6
S058,M05807,2025,河南,物理,566,63734,15
S058,M05807,2023,河南,历史,565,69202,10
S058,M05807,2024,河南,历史,566,63741,16
S058,M05807,2025,河南,历史,565,71779,2
S059,M05901,2023,北京,物理,561,93024,16
S059,M05901,2024,北京,物理,561,94305,28
S059,M05901,2025,北京,物理,561,91138,16
S059,M05901,2023,广东,物理,556,135080,24
S059,M05901,2024,广东,物理,557,128213,25
S059,M05901,2025,广东,物理,556,135915,26
S059,M05901,2023,江苏,物理,557,122449,30
S059,M05901,2024,江苏,物理,556,134162,17
S059,M05901,2025,江苏,物理,556,133181,5
S059,M05901,2023,四川,物理,558,114441,13
S059,M05901,2024,四川,物理,559,106177,15
S059,M05901,2025,四川,物理,559,105078,24
S059,M05901,2023,湖南,物理,556,135427,9
S059,M05901,2024,湖南,物理,555,142221,26
S059,M05901,2025,湖南,物理,555,144577,10
S059,M05901,2023,河南,物理,559,109444,29
S059,M05901,2024,河南,物理,559,110892,9
S059,M05901,2025,河南,物理,558,111897,13
S059,M05902,2023,北京,物理,565,69618,14
S059,M05902,2024,北京,物理,565,70746,21
S059,M05902,2025,北京,物理,564,73970,25
S059,M05902,2023,广东,物理,565,71341,25
S059,M05902,2024,广东,物理,566,65719,14
S059,M05902,2025,广东,物理,565,68871,4
S059,M05902,2023,江苏,物理,562,84618,24
S059,M05902,2024,江苏,物理,563,81379,12
S059,M05902,2025,江苏,物理,563,83173,28
S059,M05902,2023,四川,物理,565,71531,30
S059,M05902,2024,四川,物理,566,65918,5
S059,M05902,2025,四川,物理,565,69852,23
S059,M05902,2023,湖南,物理,561,91297,27
S059,M05902,2024,湖南,物理,561,92887,3
S059,M05902,2025,湖南,物理,563,81978,27
S059,M05902,2023,河南,物理,560,98967,28
S059,M05902,2024,河南,物理,559,106137,27
S059,M05902,2025,河南,物理,559,105467,28
S059,M05903,2023,北京,物理,556,132772,7
S059,M05903,2024,北京,物理,555,148395,12
S059,M05903,2025,北京,物理,556,136039,22
S059,M05903,2023,广东,物理,551,191775,3
S059,M05903,2024,广东,物理,552,179077,11
S059,M05903,2025,广东,物理,551,189368,26
S059,M05903,2023,江苏,物理,549,217100,20
S059,M05903,2024,江苏,物理,550,209838,29
S059,M05903,2025,江苏,物理,550,206859,15
S059,M05903,2023,四川,物理,554,158179,13
S059,M05903,2024,四川,物理,552,174658,14
S059,M05903,2025,四川,物理,552,175809,19
S059,M05903,2023,湖南,物理,555,141427,4
S059,M05903,2024,湖南,物理,555,148276,20
S059,M05903,2025,湖南,物理,554,156917,17
S059,M05903,2023,河南,物理,552,173409,6
S059,M05903,2024,河南,物理,554,154948,17
S059,M05903,2025,河南,物理,554,152077,29
S059,M05904,2023,北京,物理,554,153121,24
S059,M05904,2024,北京,物理,554,156900,8
S059,M05904,2025,北京,物理,555,142163,19
S059,M05904,2023,广东,物理,554,154025,9
S059,M05904,2024,广东,物理,555,140774,21
S059,M05904,2025,广东,物理,555,139966,28
S059,M05904,2023,江苏,物理,554,159240,12
S059,M05904,2024,江苏,物理,553,170248,13
S059,M05904,2025,江苏,物理,554,159309,24
S059,M05904,2023,四川,物理,559,105669,4
S059,M05904,2024,四川,物理,558,113712,3
S059,M05904,2025,四川,物理,559,108181,19
S059,M05904,2023,湖南,物理,558,118334,24
S059,M05904,2024,湖南,物理,559,109640,4
S059,M05904,2025,湖南,物理,558,112774,12
S059,M05904,2023,河南,物理,554,154181,16
S059,M05904,2024,河南,物理,555,140595,19
S059,M05904,2025,河南,物理,554,154215,9
S059,M05905,2023,北京,物理,555,143572,15
S059,M05905,2024,北京,物理,556,135906,9
S059,M05905,2025,北京,物理,556,134316,9
S059,M05905,2023,北京,历史,555,142165,19
S059,M05905,2024,北京,历史,555,142959,3
S059,M05905,2025,北京,历史,557,128101,19
S059,M05905,2023,广东,物理,551,195369,11
S059,M05905,2024,广东,物理,550,202260,5
S059,M05905,2025,广东,物理,551,190056,17
S059,M05905,2023,广东,历史,552,175482,5
S059,M05905,2024,广东,历史,552,176582,21
S059,M05905,2025,广东,历史,551,193031,14
S059,M05905,2023,江苏,物理,556,136718,26
S059,M05905,2024,江苏,物理,554,149272,6
S059,M05905,2025,江苏,物理,554,154426,5
S059,M05905,2023,江苏,历史,555,140468,29
S059,M05905,2024,江苏,历史,554,154591,13
S059,M05905,2025,江苏,历史,555,139296,18
S059,M05905,2023,四川,物理,553,159731,30
S059,M05905,2024,四川,物理,552,177444,11
S059,M05905,2025,四川,物理,553,166039,22
S059,M05905,2023,四川,历史,554,158299,26
S059,M05905,2024,四川,历史,554,158526,17
S059,M05905,2025,四川,历史,552,173519,12
S059,M05905,2023,湖南,物理,552,180940,19
S059,M05905,2024,湖南,物理,551,194848,13
S059,M05905,2025,湖南,物理,551,195020,10
S059,M05905,2023,湖南,历史,550,198342,30
S059,M05905,2024,湖南,历史,551,186363,18
S059,M05905,2025,湖南,历史,551,189039,29
S059,M05905,2023,河南,物理,552,175290,5
S059,M05905,2024,河南,物理,554,159345,22
S059,M05905,2025,河南,物理,553,168146,16
S059,M05905,2023,河南,历史,553,168578,10
S059,M05905,2024,河南,历史,553,163786,14
S059,M05905,2025,河南,历史,554,155449,2
S059,M05906,2023,北京,物理,553,170985,24
S059,M05906,2024,北京,物理,551,185761,18
S059,M05906,2025,北京,物理,551,195564,20
S059,M05906,2023,广东,物理,554,157270,10
S059,M05906,2024,广东,物理,554,151296,2
S059,M05906,2025,广东,物理,555,139885,28
S059,M05906,2023,江苏,物理,556,136124,26
S059,M05906,2024,江苏,物理,555,144628,17
S059,M05906,2025,江苏,物理,557,124847,22
S059,M05906,2023,四川,物理,555,141129,30
S059,M05906,2024,四川,物理,554,150276,20
S059,M05906,2025,四川,物理,556,135285,6
S059,M05906,2023,湖南,物理,550,200793,12
S059,M05906,2024,湖南,物理,552,177930,6
S059,M05906,2025,湖南,物理,551,185715,17
S059,M05906,2023,河南,物理,553,166509,10
S059,M05906,2024,河南,物理,552,183976,26
S059,M05906,2025,河南,物理,551,185071,22
S059,M05907,2023,北京,物理,554,156650,30
S059,M05907,2024,北京,物理,553,163578,2
S059,M05907,2025,北京,物理,554,152390,26
S059,M05907,2023,广东,物理,555,144532,9
S059,M05907,2024,广东,物理,555,144465,27
S059,M05907,2025,广东,物理,557,127379,7
S059,M05907,2023,江苏,物理,557,124178,29
S059,M05907,2024,江苏,物理,557,122970,18
S059,M05907,2025,江苏,物理,556,130071,24
S059,M05907,2023,四川,物理,555,145400,18
S059,M05907,2024,四川,物理,555,142111,23
S059,M05907,2025,四川,物理,555,146004,5
S059,M05907,2023,湖南,物理,555,138687,2
S059,M05907,2024,湖南,物理,556,133398,27
S059,M05907,2025,湖南,物理,555,141012,16
S059,M05907,2023,河南,物理,553,163498,20
S059,M05907,2024,河南,物理,555,145222,21
S059,M05907,2025,河南,物理,555,147508,12
S059,M05908,2023,北京,物理,556,136988,6
S059,M05908,2024,北京,物理,556,137710,19
S059,M05908,2025,北京,物理,555,147927,4
S059,M05908,2023,广东,物理,551,189205,26
S059,M05908,2024,广东,物理,552,176268,30
S059,M05908,2025,广东,物理,551,189559,8
S059,M05908,2023,江苏,物理,556,130724,6
S059,M05908,2024,江苏,物理,556,133615,15
S059,M05908,2025,江苏,物理,555,143217,11
S059,M05908,2023,四川,物理,554,156736,24
S059,M05908,2024,四川,物理,555,142933,10
S059,M05908,2025,四川,物理,555,147767,30
S059,M05908,2023,湖南,物理,554,151281,14
S059,M05908,2024,湖南,物理,554,151917,6
S059,M05908,2025,湖南,物理,555,147676,22
S059,M05908,2023,河南,物理,553,165117,22
S059,M05908,2024,河南,物理,555,148036,7
S059,M05908,2025,河南,物理,553,164310,24
S060,M06001,2023,北京,历史,556,137018,8
S060,M06001,2024,北京,历史,556,136195,17
S060,M06001,2025,北京,历史,556,135053,6
S060,M06001,2023,广东,历史,556,131779,10
S060,M06001,2024,广东,历史,558,118098,30
S060,M06001,2025,广东,历史,556,130700,28
S060,M06001,2023,江苏,历史,553,162678,10
S060,M06001,2024,江苏,历史,552,178601,10
S060,M06001,2025,江苏,历史,554,159040,3
S060,M06001,2023,四川,历史,555,138656,13
S060,M06001,2024,四川,历史,555,140533,5
S060,M06001,2025,四川,历史,557,126697,5
S060,M06001,2023,湖南,历史,554,157930,21
S060,M06001,2024,湖南,历史,554,157025,28
S060,M06001,2025,湖南,历史,554,158999,18
S060,M06001,2023,河南,历史,552,181338,13
S060,M06001,2024,河南,历史,551,188750,22
S060,M06001,2025,河南,历史,551,192457,17
S060,M06002,2023,北京,历史,552,179234,23
S060,M06002,2024,北京,历史,552,179347,24
S060,M06002,2025,北京,历史,552,172879,14
S060,M06002,2023,广东,历史,551,196120,3
S060,M06002,2024,广东,历史,552,176020,21
S060,M06002,2025,广东,历史,551,196378,28
S060,M06002,2023,江苏,历史,552,179701,8
S060,M06002,2024,江苏,历史,551,191477,6
S060,M06002,2025,江苏,历史,552,184273,29
S060,M06002,2023,四川,历史,552,174630,20
S060,M06002,2024,四川,历史,553,169331,29
S060,M06002,2025,四川,历史,552,176516,8
S060,M06002,2023,湖南,历史,552,172059,22
S060,M06002,2024,湖南,历史,551,184531,24
S060,M06002,2025,湖南,历史,552,172716,10
S060,M06002,2023,河南,历史,552,178838,24
S060,M06002,2024,河南,历史,553,162227,23
S060,M06002,2025,河南,历史,551,186399,29
S060,M06003,2023,北京,物理,551,190574,2
S060,M06003,2024,北京,物理,550,203753,4
S060,M06003,2025,北京,物理,552,181345,15
S060,M06003,2023,广东,物理,551,194335,5
S060,M06003,2024,广东,物理,551,194494,10
S060,M06003,2025,广东,物理,552,183063,7
S060,M06003,2023,江苏,物理,552,178054,6
S060,M06003,2024,江苏,物理,551,187852,28
S060,M06003,2025,江苏,物理,552,172785,16
S060,M06003,2023,四川,物理,555,143074,23
S060,M06003,2024,四川,物理,555,140425,7
S060,M06003,2025,四川,物理,556,134588,22
S060,M06003,2023,湖南,物理,556,132467,21
S060,M06003,2024,湖南,物理,556,137482,22
S060,M06003,2025,湖南,物理,556,130626,25
S060,M06003,2023,河南,物理,552,177931,18
S060,M06003,2024,河南,物理,551,195842,14
S060,M06003,2025,河南,物理,551,196005,26
S060,M06004,2023,北京,物理,555,146392,29
S060,M06004,2024,北京,物理,554,151352,2
S060,M06004,2025,北京,物理,554,148919,10
S060,M06004,2023,广东,物理,552,182972,27
S060,M06004,2024,广东,物理,552,177963,18
S060,M06004,2025,广东,物理,552,181121,24
S060,M06004,2023,江苏,物理,551,197938,21
S060,M06004,2024,江苏,物理,552,173685,26
S060,M06004,2025,江苏,物理,551,190730,13
S060,M06004,2023,四川,物理,553,160835,18
S060,M06004,2024,四川,物理,552,177878,14
S060,M06004,2025,四川,物理,552,182399,9
S060,M06004,2023,湖南,物理,555,145059,11
S060,M06004,2024,湖南,物理,554,150793,16
S060,M06004,2025,湖南,物理,554,149859,17
S060,M06004,2023,河南,物理,557,127322,9
S060,M06004,2024,河南,物理,556,137232,23
S060,M06004,2025,河南,物理,555,139417,23
S060,M06005,2023,北京,物理,554,153332,9
S060,M06005,2024,北京,物理,553,168040,28
S060,M06005,2025,北京,物理,553,168173,29
S060,M06005,2023,北京,历史,553,168629,3
S060,M06005,2024,北京,历史,554,152162,21
S060,M06005,2025,北京,历史,553,159837,12
S060,M06005,2023,广东,物理,551,194242,7
S060,M06005,2024,广东,物理,552,183566,29
S060,M06005,2025,广东,物理,550,204814,8
S060,M06005,2023,广东,历史,550,201148,26
S060,M06005,2024,广东,历史,551,186873,28
S060,M06005,2025,广东,历史,552,182698,27
S060,M06005,2023,江苏,物理,553,171059,19
S060,M06005,2024,江苏,物理,552,178672,24
S060,M06005,2025,江苏,物理,552,178038,12
S060,M06005,2023,江苏,历史,552,172624,15
S060,M06005,2024,江苏,历史,552,175542,5
S060,M06005,2025,江苏,历史,552,179658,7
S060,M06005,2023,四川,物理,551,197143,22
S060,M06005,2024,四川,物理,551,186730,21
S060,M06005,2025,四川,物理,551,192770,6
S060,M06005,2023,四川,历史,553,171393,18
S060,M06005,2024,四川,历史,551,194032,24
S060,M06005,2025,四川,历史,551,194233,9
S060,M06005,2023,湖南,物理,552,182651,24
S060,M06005,2024,湖南,物理,552,176908,8
S060,M06005,2025,湖南,物理,551,192009,15
S060,M06005,2023,湖南,历史,552,183226,7
S060,M06005,2024,湖南,历史,551,191171,6
S060,M06005,2025,湖南,历史,551,184541,20
S060,M06005,2023,河南,物理,552,175282,25
S060,M06005,2024,河南,物理,554,158929,22
S060,M06005,2025,河南,物理,552,178202,2
S060,M06005,2023,河南,历史,554,154844,3
S060,M06005,2024,河南,历史,554,153971,10
S060,M06005,2025,河南,历史,552,173039,28
S060,M06006,2023,北京,物理,557,126131,18
S060,M06006,2024,北京,物理,557,126213,8
S060,M06006,2025,北京,物理,557,126611,23
S060,M06006,2023,北京,历史,557,127430,19
S060,M06006,2024,北京,历史,557,124347,19
S060,M06006,2025,北京,历史,557,122245,16
S060,M06006,2023,广东,物理,559,104330,18
S060,M06006,2024,广东,物理,560,101280,12
S060,M06006,2025,广东,物理,560,99623,28
S060,M06006,2023,广东,历史,559,106051,9
S060,M06006,2024,广东,历史,561,94679,12
S060,M06006,2025,广东,历史,559,107906,10
S060,M06006,2023,江苏,物理,558,118549,13
S060,M06006,2024,江苏,物理,558,114683,10
S060,M06006,2025,江苏,物理,557,122519,8
S060,M06006,2023,江苏,历史,558,119259,13
S060,M06006,2024,江苏,历史,557,120843,12
S060,M06006,2025,江苏,历史,557,125061,28
S060,M06006,2023,四川,物理,557,121442,9
S060,M06006,2024,四川,物理,558,118500,27
S060,M06006,2025,四川,物理,557,123362,14
S060,M06006,2023,四川,历史,556,136500,30
S060,M06006,2024,四川,历史,556,134502,30
S060,M06006,2025,四川,历史,556,129973,11
S060,M06006,2023,湖南,物理,561,95479,15
S060,M06006,2024,湖南,物理,562,87446,12
S060,M06006,2025,湖南,物理,562,84257,26
S060,M06006,2023,湖南,历史,560,98138,10
S060,M06006,2024,湖南,历史,562,86550,16
S060,M06006,2025,湖南,历史,562,84821,20
S060,M06006,2023,河南,物理,560,99302,29
S060,M06006,2024,河南,物理,559,105437,27
S060,M06006,2025,河南,物理,559,106068,16
S060,M06006,2023,河南,历史,560,98657,5
S060,M06006,2024,河南,历史,560,99441,30
S060,M06006,2025,河南,历史,559,104045,27
S061,M06101,2023,北京,历史,568,56817,24
S061,M06101,2024,北京,历史,568,58028,4
S061,M06101,2025,北京,历史,569,51714,9
S061,M06101,2023,广东,历史,568,54684,24
S061,M06101,2024,广东,历史,569,53442,17
S061,M06101,2025,广东,历史,567,59449,14
S061,M06101,2023,江苏,历史,566,65493,27
S061,M06101,2024,江苏,历史,565,70056,8
S061,M06101,2025,江苏,历史,566,64865,18
S061,M06101,2023,四川,历史,567,59688,3
S061,M06101,2024,四川,历史,568,57678,26
S061,M06101,2025,四川,历史,568,55939,27
S061,M06101,2023,湖南,历史,566,67183,24
S061,M06101,2024,湖南,历史,566,63738,20
S061,M06101,2025,湖南,历史,566,63244,27
S061,M06101,2023,河南,历史,570,47697,18
S061,M06101,2024,河南,历史,569,53332,15
S061,M06101,2025,河南,历史,570,47124,7
S061,M06102,2023,北京,物理,566,67084,18
S061,M06102,2024,北京,物理,563,78326,15
S061,M06102,2025,北京,物理,565,68884,12
S061,M06102,2023,广东,物理,564,73208,3
S061,M06102,2024,广东,物理,565,70562,19
S061,M06102,2025,广东,物理,563,79328,29
S061,M06102,2023,江苏,物理,566,64855,18
S061,M06102,2024,江苏,物理,566,62802,18
S061,M06102,2025,江苏,物理,567,61746,15
S061,M06102,2023,四川,物理,563,78127,10
S061,M06102,2024,四川,物理,564,77650,3
S061,M06102,2025,四川,物理,564,73016,6
S061,M06102,2023,湖南,物理,566,63668,23
S061,M06102,2024,湖南,物理,567,60415,12
S061,M06102,2025,湖南,物理,566,63002,13
S061,M06102,2023,河南,物理,566,66116,29
S061,M06102,2024,河南,物理,567,61418,21
S061,M06102,2025,河南,物理,566,65003,19
S061,M06103,2023,北京,历史,565,69465,29
S061,M06103,2024,北京,历史,566,66323,13
S061,M06103,2025,北京,历史,565,72101,7
S061,M06103,2023,广东,历史,563,80060,24
S061,M06103,2024,广东,历史,564,75708,5
S061,M06103,2025,广东,历史,563,83095,13
S061,M06103,2023,江苏,历史,568,56690,25
S061,M06103,2024,江苏,历史,569,53471,11
S061,M06103,2025,江苏,历史,569,51784,13
S061,M06103,2023,四川,历史,569,53952,21
S061,M06103,2024,四川,历史,569,52177,28
S061,M06103,2025,四川,历史,568,57909,27
S061,M06103,2023,湖南,历史,564,76320,24
S061,M06103,2024,湖南,历史,563,78742,29
S061,M06103,2025,湖南,历史,563,78381,9
S061,M06103,2023,河南,历史,566,67037,6
S061,M06103,2024,河南,历史,566,64454,24
S061,M06103,2025,河南,历史,566,66577,28
S061,M06104,2023,北京,物理,571,45473,16
S061,M06104,2024,北京,物理,569,51230,28
S061,M06104,2025,北京,物理,570,50365,14
S061,M06104,2023,北京,历史,570,50056,14
S061,M06104,2024,北京,历史,569,51114,12
S061,M06104,2025,北京,历史,571,45040,2
S061,M06104,2023,广东,物理,570,48430,30
S061,M06104,2024,广东,物理,571,46674,24
S061,M06104,2025,广东,物理,571,45528,12
S061,M06104,2023,广东,历史,572,41566,24
S061,M06104,2024,广东,历史,570,47901,8
S061,M06104,2025,广东,历史,571,44168,20
S061,M06104,2023,江苏,物理,568,55370,11
S061,M06104,2024,江苏,物理,568,55668,17
S061,M06104,2025,江苏,物理,570,50036,15
S061,M06104,2023,江苏,历史,570,48383,12
S061,M06104,2024,江苏,历史,568,55220,27
S061,M06104,2025,江苏,历史,570,48680,17
S061,M06104,2023,四川,物理,568,55128,16
S061,M06104,2024,四川,物理,568,54617,13
S061,M06104,2025,四川,物理,570,50322,8
S061,M06104,2023,四川,历史,570,49258,28
S061,M06104,2024,四川,历史,568,56841,9
S061,M06104,2025,四川,历史,568,55823,17
S061,M06104,2023,湖南,物理,572,41322,17
S061,M06104,2024,湖南,物理,573,40413,19
S061,M06104,2025,湖南,物理,573,39154,4
S061,M06104,2023,湖南,历史,573,40149,2
S061,M06104,2024,湖南,历史,573,40539,4
S061,M06104,2025,湖南,历史,573,40491,21
S061,M06104,2023,河南,物理,569,53155,15
S061,M06104,2024,河南,物理,569,52784,13
S061,M06104,2025,河南,物理,569,52728,18
S061,M06104,2023,河南,历史,569,53946,2
S061,M06104,2024,河南,历史,569,52393,18
S061,M06104,2025,河南,历史,570,49970,9
S061,M06105,2023,北京,物理,564,77450,28
S061,M06105,2024,北京,物理,563,79529,19
S061,M06105,2025,北京,物理,562,89592,27
S061,M06105,2023,广东,物理,565,67613,14
S061,M06105,2024,广东,物理,566,66783,21
S061,M06105,2025,广东,物理,564,72784,28
S061,M06105,2023,江苏,物理,564,76654,25
S061,M06105,2024,江苏,物理,565,71702,28
S061,M06105,2025,江苏,物理,565,71917,19
S061,M06105,2023,四川,物理,564,75893,13
S061,M06105,2024,四川,物理,563,82218,3
S061,M06105,2025,四川,物理,563,81969,17
S061,M06105,2023,湖南,物理,566,65919,16
S061,M06105,2024,湖南,物理,567,59156,15
S061,M06105,2025,湖南,物理,566,67121,6
S061,M06105,2023,河南,物理,564,76675,19
S061,M06105,2024,河南,物理,565,68483,28
S061,M06105,2025,河南,物理,564,76979,29
S061,M06106,2023,北京,物理,563,79928,4
S061,M06106,2024,北京,物理,564,72977,27
S061,M06106,2025,北京,物理,564,75568,23
S061,M06106,2023,广东,物理,565,70291,11
S061,M06106,2024,广东,物理,565,70036,21
S061,M06106,2025,广东,物理,566,67159,23
S061,M06106,2023,江苏,物理,570,48316,7
S061,M06106,2024,江苏,物理,569,53933,20
S061,M06106,2025,江苏,物理,569,51505,27
S061,M06106,2023,四川,物理,566,63050,26
S061,M06106,2024,四川,物理,565,71058,15
S061,M06106,2025,四川,物理,565,70406,29
S061,M06106,2023,湖南,物理,565,72168,9
S061,M06106,2024,湖南,物理,564,77286,17
S061,M06106,2025,湖南,物理,565,70919,30
S061,M06106,2023,河南,物理,563,81569,20
S061,M06106,2024,河南,物理,564,75053,21
S061,M06106,2025,河南,物理,565,70554,5
S062,M06201,2023,北京,物理,553,169252,20
S062,M06201,2024,北京,物理,553,164739,7
S062,M06201,2025,北京,物理,553,164490,5
S062,M06201,2023,广东,物理,551,192306,23
S062,M06201,2024,广东,物理,552,180552,7
S062,M06201,2025,广东,物理,551,191765,2
S062,M06201,2023,江苏,物理,560,99280,21
S062,M06201,2024,江苏,物理,561,91292,15
S062,M06201,2025,江苏,物理,560,101406,21
S062,M06201,2023,四川,物理,551,197668,9
S062,M06201,2024,四川,物理,552,179716,29
S062,M06201,2025,四川,物理,552,181499,27
S062,M06201,2023,湖南,物理,551,188499,28
S062,M06201,2024,湖南,物理,553,168166,20
S062,M06201,2025,湖南,物理,553,169068,10
S062,M06201,2023,河南,物理,552,177448,24
S062,M06201,2024,河南,物理,552,180957,26
S062,M06201,2025,河南,物理,553,161962,15
S062,M06202,2023,北京,物理,554,158374,15
S062,M06202,2024,北京,物理,553,166333,23
S062,M06202,2025,北京,物理,553,170795,22
S062,M06202,2023,广东,物理,551,186570,25
S062,M06202,2024,广东,物理,552,176203,13
S062,M06202,2025,广东,物理,550,198498,12
S062,M06202,2023,江苏,物理,560,97664,23
S062,M06202,2024,江苏,物理,559,105201,27
S062,M06202,2025,江苏,物理,559,106425,13
S062,M06202,2023,四川,物理,554,152911,12
S062,M06202,2024,四川,物理,554,151710,12
S062,M06202,2025,四川,物理,554,152945,6
S062,M06202,2023,湖南,物理,551,190229,15
S062,M06202,2024,湖南,物理,550,201892,29
S062,M06202,2025,湖南,物理,551,188735,11
S062,M06202,2023,河南,物理,551,189199,26
S062,M06202,2024,河南,物理,552,173978,6
S062,M06202,2025,河南,物理,552,183889,29
S062,M06203,2023,北京,物理,558,118930,23
S062,M06203,2024,北京,物理,558,119353,17
S062,M06203,2025,北京,物理,557,124967,28
S062,M06203,2023,广东,物理,557,127512,29
S062,M06203,2024,广东,物理,557,124571,18
S062,M06203,2025,广东,物理,557,120514,26
S062,M06203,2023,江苏,物理,566,66971,26
S062,M06203,2024,江苏,物理,567,58723,5
S062,M06203,2025,江苏,物理,567,62197,9
S062,M06203,2023,四川,物理,560,99673,2
